title,company,summary,salary
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Data Scientist,FanAI,"Statistics and statistical modeling, experimental design, machine learning and probabilistic models, time series forecasting, clustering methods, graph analysis…",0
Data Scientist,King.com,Work closely with Business Manager and Partnerships Account Managers to leverage insights from platform across multiple platforms. Your role within our Kingdom.,0
Data Scientist 4,Salient CRGT,Utilize knowledge and experience with creating Representational State Transfer (RESTful) services utilizing common data dissemination formats.,0
Data Scientist - Computer Vision,Asurion,Leverage deep understanding of modern machine learning techniques and their mathematical underpinning to regularly invent new and novel approaches to solve…,0
Senior Data Scientist,Amway Inc.,"Experience with machine learning predictive models. Supporting different business customers, your focus will be both on our top initiatives, as well as quick…",0
Data Scientist II,Children's Hospital of Philadelphia,"Four (4) or more years of experience with progressively more complex data science, applied statistics, machine learning, or mathematical modeling projects.",0
Data Scientist,FourthWall Media,"This vital role works closely with data scientists and developers to discover insights within massive demographic, TV viewing, and advertising datasets and…",0
Data Scientist,Experience LLC,"Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.). In this exciting role, you will:",0
Data Scientist - Sponsored Ad Experiences,"Amazon.com Services, Inc.","Experience with applying machine learning techniques to real-world problems. Perform hands-on data analysis and modeling with very large data sets, and develop…",0
Data Scientist,Clinc,"Knowledge of a variety of machine learning techniques, and their real-world application and use cases. Clinc has a proven commitment to diversity and inclusion.",0
Data Scientist,Riverside Research,"Develop machine learning, data mining, statistical, and graph-based algorithms to analyze and make sense of data sets.",0
Senior Data Scientist - Corporate Training,"Attadale Partners, LLC","We are extending this expertise to provide full-time immersive bootcamps for our client employees in machine learning, natural language processing, and broader…",0
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Data Scientist - Hux,Deloitte,"With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and…",0
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Senior Data Scientist,Remedy Partners,"7+ year’s professional experience as a data scientist or machine learning engineer. Strong experience with data manipulation, analysis and visualization.",0
Data Scientist II,Buckeye Community Health Plan,Conduct exploratory data analysis from complex data sources and build key data sets to support Centene’s mission. Assist with training Data Analysts.,0
Data Scientist - Music,"Amazon.com Services, Inc.","But it's still Day 1 for the voice-enabled music experiences, and we're looking for some Data Scientist to help us make it even better.",0
Data Scientist/Machine Learning,TensorIoT Inc,We are looking for a data scientist in the Machine Learning/AI team at TensorIoT. Familiarity with using data visualization tools.,0
Data Scientist,UCLA Health,"The Analyst will also work closely with counterparts providing the data from an external organization, and coordinate all data transfers to UCLA while ensuring…",0
Data Scientist,Simarn Solutions,Data Scientist/Computer Vision Engineer – Digital Innovation. Experience with CUDA/TensorRT and modern data compression. Do you want to re-imagine convenience?,0
Data Scientist,"WorldPay US, Inc.","The Senior Data Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" that generate insights to…",0
Data Scientist,Kindred Healthcare,"We are recruiting for a Data Scientist to join our Information Systems Department in Louisville, Kentucky. This role will work alongside our Data Warehouse /…",0
Data Scientist 1,eBay Inc.,“We are looking to hire an analytics & insights Data Scientist to partner with the eBay core product team. You possess super strong technical skills to turn big…,0
Cybersecurity Data Scientist,Booz Allen Hamilton,"As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Ability to leverage a wide variety of data science…",0
Senior Data Scientist - Corporate Training,"Attadale Partners, LLC",We are looking for senior data scientists experienced in the development and delivery of custom data science training programs.,0
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Data Scientist Level 1,Scout Clean Energy,"Build data validation models and tools to ensure data being recorded is accurate. Advanced knowledge in Excel (Pivot Tables), VB, R, Python, SQL, and Tableau.",0
Data scientist,Health Data Analytics Institute,"Working expertise with relational datasets and database management software (e.g., SQL). Extensive knowledge of statistical and mathematical modeling techniques…",0
Data Scientist,"Two Sigma Investments, LLC.","Identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data…",0
Data Scientist – Personalization,Spotify,"Work closely with the team including data engineering to build lasting solutions to our data modeling. Coding skills (such as R, Python, or Scala).",0
Data Scientist,California State University,"Analyze large data sets to identify behavior trends among users using quantitative, statistical and machine learning techniques. July 8, 2019 Closing Date:",0
ASSOCIATE DATA SCIENTIST - AD,AutoZone,Assist in translating complex datasets into strategic insights for the business. Ability to implement data transformation and to deploy predictive models in at…,0
Data Scientist,Reonomy,"We take on these challenges in machine learning and scalable data processing with Scala, Spark, and Python. Headquartered in New York, Reonomy has raised ~$70…",0
Data Scientist,B-Stock Solutions,"Backed by top investors including Spectrum Equity, True Ventures, and Susquehanna Growth Equity, B-Stock runs lean, fast, and shows no signs of slowing down.",0
Data Scientist,Meduit,"The primary focus of this role will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated…",0
"Data Scientist, Product Analytics",BuzzFeed,"BuzzFeed's data science team is diverse. Make data-informed recommendations to partners in product, engineering, business and content teams.",0
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Data Scientist - Hux,Deloitte,"With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and…",0
Data Engineer,Noom Inc.,"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and…",0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Data Scientist - Bomoda,Weber Shandwick,"2-5 years data science experience in Python, Apache Spark, Tensorflow, Scikit-learn, pandas. Ensure the quality and robustness of such models.",0
Customer Facing Data Scientist - Partner,DataRobot,Hands-on experience building and implementing predictive models using machine learning algorithms. Enabling customers to solve complex data science problems…,0
Data Scientist / Senior Data Scientist,QM Scientific,Leverage Machine Learning (ML) to tackle challenging problems in the recommendations and retail consumer engagement space.,"$120,000 - $150,000 a year"
"Data Scientist, Causal Inference",Cardinal Analytx Solutions,"Familiarity with machine learning regression and classification approaches (random forests, neural networks, etc.). Expert in the potential outcomes framework.",0
Data Scientist,RiskIQ,Develop machine learning models to better detect digital threats and surface interesting data to our customers. RiskIQ has unlimited PTO and flexible hours.,0
Data Scientist,Stanley Black & Decker,Works on/ develops Discrete Event Simulation models for various parts of assembly lines and manufacturing operations. Required experience and skills include:,0
Data Scientist,SAS Institute,"Building predictive models with advanced machine learning algorithms such as Neural Networks, Decision Trees, Boosting/Ensemble methods, Clustering, Online…",0
"Computer Scientist (Data Scientist), GS-1550-13/14 DE",U.S. Federal Government,"Examples of specialized experience include applying data mining, data modeling, and machine learning to extract and analyze information from large structured…","$99,172 - $152,352 a year"
"Data Scientist, Alexa Excellence","Amazon.com Services, Inc.","Work with central economics, machine learning, finance and other analytics team to ensure the most efficient and effective allocation of resources to tackle the…",0
"Data Scientist, Developer Experience",Wayfair,"To achieve this, we're working on projects that utilize the latest techniques in Machine Learning, Natural Language Understanding, software performance analysis…",0
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",$21.93 - $26.43 an hour
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Data Scientist- Bank Operations,Capital One - US,"You know understanding the data is often the key to great data science. Data is at the center of everything we do. In this role, you will:",0
Data Scientist,UNITED STATES SOCCER FEDERATION 1,Lead the tracking and analysis of commercial data in support of overall strategy. Work with the Engineering team to standardize the data management process for…,0
Data Scientist,M Science,We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even…,0
"VP, Data Scientist",JP Morgan Chase,"Manage teams of data scientists. CCB FAST Data Science, Analytics & Insights. Statistics, Economics, Applied Math, Operations Research, Physics, Data Science…",0
"Data Scientist, Alexa Shopping NLU","Amazon.com Services, Inc.",Previous experience in a ML or data scientist role with a large technology company. We are seeking a Data Scientist to be part of the NLU science team for Alexa…,0
Data Scientist,Interos,"The ideal candidate should be an experienced data scientist that can automate scoring using machine learning techniques, build recommendation systems, and…",0
Data Scientist I,Sunshine State Health Plan,"Create analysis and data reconciliation through SAS, R and other tools, to include healthcare provider data, claims data, membership data.",0
PSG - Data Scientist,"Amazon Web Services, Inc.","Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data. This is a customer facing role.",0
Data Scientist - Tech,Walmart,Presents data insights and recommendations to key stakeholders by developing insights based on data analysis; Directing the analysis of data;,0
Data Scientist,Publicis Spine,"Work with complex data structures, manipulate, cleanse data and perform statistical analysis. Perform hands-on analysis of large volumes of web analytics,…",0
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Data Science / Data Journalism / Research Intern,PRISMOJI,"PRISMOJI (prismoji.com) is a data journalism lab founded by an ex Facebook data scientist. Working throughout the pipeline from defining a research question,…",0
Associate Data Scientist,SAIC,"Performs the pre-analytics areas of data collection and understanding, data cleansing and integration, and data storage and retrieval.",0
"data scientist - Seattle, WA",Starbucks,"Experience performing Relational and Dimensional Data Modeling for data warehouse, data mart or decision support systems also a plus.",0
Data Scientist,JM Family,Perform data analyses on and discover new uses for existing data sources. DataScan is looking for a highly skilled Data Scientist to take responsibility for its…,0
Data Scientist,"Continental Finance Company, LLC",We are seeking a Data Scientist to join our Data Science team. This position reports to Chief Data Scientist. Creating complex data visualizations in Tableau.,0
Data Scientist,Trianz,Ability to tell meaningful stories with data. You will also perform ad-hoc statistical and data science analyses. A New Paradigms in Technology Delivery”.,0
SWE Data Scientist,Apple,"Substantial data analysis experience working with large-scale data. If you are a passionate and results oriented, hands-on Data Scientist with deep statistical…",0
Data Scientist,Apple,"Are you an innovative, critical thinking Data Scientist with hands on experience in modeling complex problems, discovering insights and finding opportunities…",0
Data (Analyst) Scientist,A+E Networks,The Data Scientist is a technical contributor who brings hands-on knowledge of media data and all phases in building and maintaining large-scale cloud-based…,0
Data Scientist,Perfect World Entertainment,"The Data Scientist provides data-driven insights related to several of Perfect World’s services and products, including our popular games and the global game…",0
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,0
Data Scientist II,Amazon Services LLC,"Organize and structure large data sets. Ensure financial data reporting is accurate. Proven success in communicating with users, other technical teams, and…",0
Data Scientist,Quantium,Working in a team of data scientists and consultants to develop end-to-end data science solutions for client projects. Client interaction and project delivery.,0
Machine Learning Data Scientist,Booz Allen Hamilton,"As a data scientist, you can turn these complex data sets into useful information to solve global challenges. A chance to change the world with the Data Science…",0
Data Scientist,Schaeffler Group,"Schaeffler, a global automotive and industrial supplier, is seeking a Data Scientist for our facility in Fort Mill, SC. Job Posting Jul 31, 2019, 3:12:06 PM.",0
Data Scientist,aspirent,"Able to communicate findings to data science teams. Develop new applications and methodologies for existing or newly acquired data. MS, MBA or PhD preferred.",0
Data Scientist/Machine Learning Expert - FT,SphereOI Studios,This position is for a Senior Data Scientist / Machine Learning Expert who will work in our studios as a senior member of our data science team.,0
Data Scientist,AvantStay,"A Data Scientist who can partner with the business to provide business intelligence from understanding what’s going on, identifying the right data, conducting…",0
Marketing Data Scientist,Marathon Petroleum Corporation,"The Marketing Data Scientist applies a combination of statistical knowledge, programming skills, and business acumen to identify, prioritize, and solve high…",0
"Senior Data Scientist, Content Attribution",Disney Streaming Services,"Work with other data teams to improve platform capabilities around data modeling, testing platforms, data visualization, and data architecture.",0
Data Scientist,Huobi,Build data pipelines that import traffic data on a daily basis. We are looking to add a Data Scientist | Analyst to our Growth Team as we expand our tens of…,0
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,0
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Scientist / Machine Learning,ProwessTree Solutions,2-5 years of experience in Data Science / Machine Learning. We combine data driven algorithmic analysis with heuristic domain expertise to provide actionable…,0
Data Scientist/Architect,Serry Systems,Develop Data Governance artifacts and Conceptual Data Models. 7+ years in data architecture and data modeling. Experience developing data governance artifacts.,0
Data Scientist,Moss Adams,Automate data gathering and curation of all data sources. Identify internal and external data sources needed for data analytics.,0
Data Analyst / Data Scientist (ADX-144-19),"ArcherDX, INC.","With a focus on creative and purpose-driven approaches to data analytics, the Data Analyst/Data Scientist will play a critical role in deriving insights from…",0
Data Scientist,Mitre Corporation,"As an early to mid-career Data Scientist, you might be wondering what makes MITRE different than other government contractors and consulting firms.",0
Data Scientist,edX,We're looking for an exceptional business-savvy data scientist to develop data products and drive better decision making across the edX organization and for our…,0
Data Scientist,JB Management,"As a Data Scientist, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating…",0
Associate Data Scientist,Protective Life Corporation,"Protective Life Insurance Company is seeking an Associate Data Scientist to join our growing data science team in our Birmingham, AL Corporate Headquarters.",0
Data Scientist,Simon Data,"We don't believe in theory-crafting models before we have collected the data that will power them, as well as built out the business process that will continue…",0
Data Scientist - Intermediate,Pacific Northwest National Laboratory,This position is for a Scientist in Data Science and Mathematical Statistics who will provide scientific and technical research within the National Security…,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Lead Data Scientist,Aetna,"Advanced in-depth specialization in mathematical analysis methods, machine learning, statistical analyses, and predictive modeling.",0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Data Scientist - Hux,Deloitte,"With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and…",0
Sports Data Scientist,Awesemo.com LLC,We're looking for someone to assist in the development of new models to forecast athletic performance in a number of major sports.,"$50,000 - $100,000 a year"
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. The person must be a US Citizen or has the appropriate VISA/Green Card.,"$65,000 - $75,000 a year"
Pricing Data Scientist,Tarifica,"Creating pricing models that help clients identify opportunities to win new subscribers, retain existing customers and/or increase their average revenue per…",0
Data Scientist,Hypergiant,"Demonstrated aptitude in designing and implementing data driven models using machine learning techniques such as Decision Trees, Random Forest, Support Vector…",0
Data/Financial Scientist,Practice Paradigm,"Be proficient in the rest of the MS Office Suite of Products (Word, Excel, PowerPoint). You will be responsible for creating monthly operating reports with key…",0
Data Scientist,Ingersoll Rand,"Using statistical inference, unsupervised and supervised machine learning techniques and specialized methods (e.g. Expert knowledge of R or Python, SQL.",0
Senior Data Scientist,Intercom,"We're highly quantitative individuals who love to turn data into insights and communicate our findings fearlessly, and we're looking for people with a similar…",0
Data Scientist,Tubular Labs,Develop systems and practices that enables Tubular to leverage cutting edge data mining and machine learning techniques. In a quantitative science (e.g.,0
Data Scientist,Mediocre,"Strong coding ability in Python, including experience with various data science libraries such as pandas. You’ll also be working with our engineering team to…",0
Data Scientist,UBS,"5-10 years’ experience in statistics/econometrics and time series modeling, proficiency working with large dataset, machine learning, data mining, and numerical…",0
Data Scientist,Huntington Ingalls Industries (HII-MDIS),"Understanding of data concepts, with the ability to write complex SQL statements to store, retrieve, manipulate, integrate, validate, and summarize data.",0
"Data Scientist, Analytics & Inference",Codecademy,"As a Data Scientist focused on Analytics and Experimentation, you will work on an impactful team to analyze our millions of learners.",0
Data Scientist,"Iron EagleX, Inc",Demonstrated experience applying data science methods to real-world data problems. Current DoD Top Secret clearance and eligible for SCI access and ACCM read-on…,0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,National Security Agency,"Data Scientists are hired into positions directly supporting a technical mission office or the Data… As a Data Scientist at NSA, responsibilities may include:","$99,172 - $152,352 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Sports Data Scientist,Awesemo.com LLC,Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data… Conduct research using historical sports data.,"$50,000 - $100,000 a year"
Data Scientist,Soaren Management,We're currently looking for an experienced Data Scientist with deep technical and statistical… To manipulate data and draw insights from large data sets.,0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",$21.93 - $26.43 an hour
Data Scientist,Lafayette Hospitality Search,I am searching for a data scientist/analyst on behalf of one of my client hotels. They should have extensive knowledge of Tableau and data integration.,"$65,000 - $75,000 a year"
Pricing Data Scientist,Tarifica,The primary responsibilities of the Pricing Data Scientist will be to… Performing routine and ad-hoc data analyses and reconciling/correcting data issues.,0
Lead Data Scientist,Aetna,"The candidate will lead a project team responsible for extracting and manipulating data from multiple, large… Aetna takes our candidate's data privacy seriously.",0
CIB data+design - Data Scientist - VP,JP Morgan Chase,"Be a data storyteller, deliver practical data insights in a compelling manner to senior leadership. Hybrid at your core - Part statistician, part computer…",0
Data Scientist,"Ideal Concepts, Inc.",We are looking for a full time data scientist to help us make smarter decisions using existing performance data. Experience with business intelligence tools.,0
Data Scientist,Intent,Experience with handling large amounts of data (TB+) in a production setting. Intent is the data science company for the world's leading online commerce and…,0
Visualizatior* - Data Scientist,Huntington Ingalls Industries (HII-MDIS),We will use state of the art Data Science techniques … Translate data insights into machine learning models. Familiarity with Data Science tools and techniques.,0
Data Scientist,"DESE Research, Inc.","DESE Research has a job opening for a Supply Chain Risk Management (SCRM) Data Scientist. Complex modeling and data visualization skills (e.g., Tableau).",0
Staff Data Scientist,Walmart,"Team members take end-end responsibility in analyzing large amounts of data, creating… Experience in building data products and crunching terabytes of data.",0
Artifical Intelligence Data Scientist,Deloitte,"Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…",0
Data Scientist (Co-op),Retail Business Services,"As a Co-op Data Scientist, you will determine data requirements, providing structure for raw data, extracting and manipulating data, conducting analysis, and…",0
Data Scientist,Gates Corporation,Our Denver office is seeking to hire a passionate Data Scientist within the newly created Analytics and Data Science team.,0
"Group Manager, Data Management Quant Analysis (Data Scientist)",BNY Mellon,"We are looking for Data Scientists – Associate to Senior-level to help us provide clients insights, analytics and interpretation of large amount of data and…",0
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
